backend,operation,alphabet,padding,input_len,sample_index,iterations,elapsed_ns,throughput_mib_s
neon,decode,standard,padded,768,9,21845,29547834,541.486589
neon,decode,standard,padded,768,10,21845,29501917,542.329363
neon,decode,standard,padded,768,11,21845,29498084,542.399834
neon,decode,standard,padded,768,12,21845,29503584,542.298721
neon,decode,standard,padded,768,13,21845,29590542,540.705062
neon,decode,standard,padded,768,14,21845,29577416,540.945019
scalar,encode,standard,padded,1024,0,16384,6252000,2559.181062
scalar,encode,standard,padded,1024,1,16384,6267792,2552.733084
scalar,encode,standard,padded,1024,2,16384,6267041,2553.038986
scalar,encode,standard,padded,1024,3,16384,6251750,2559.283401
scalar,encode,standard,padded,1024,4,16384,6258667,2556.454913
scalar,encode,standard,padded,1024,5,16384,6255584,2557.714835
scalar,encode,standard,padded,1024,6,16384,6251917,2559.215038
scalar,encode,standard,padded,1024,7,16384,6259750,2556.012620
scalar,encode,standard,padded,1024,8,16384,6280666,2547.500536
scalar,encode,standard,padded,1024,9,16384,6268250,2552.546564
scalar,encode,standard,padded,1024,10,16384,6273959,2550.223870
scalar,encode,standard,padded,1024,11,16384,6251917,2559.215038
scalar,encode,standard,padded,1024,12,16384,6255666,2557.681308
scalar,encode,standard,padded,1024,13,16384,6258916,2556.353209
scalar,encode,standard,padded,1024,14,16384,6260666,2555.638649
scalar,decode,standard,padded,1024,0,16384,62862625,254.523256
scalar,decode,standard,padded,1024,1,16384,62875709,254.470292
scalar,decode,standard,padded,1024,2,16384,62888042,254.420387
scalar,decode,standard,padded,1024,3,16384,62851125,254.569827
scalar,decode,standard,padded,1024,4,16384,62878250,254.460008
scalar,decode,standard,padded,1024,5,16384,62841875,254.607298
scalar,decode,standard,padded,1024,6,16384,62860334,254.532532
scalar,decode,standard,padded,1024,7,16384,62931375,254.245200
scalar,decode,standard,padded,1024,8,16384,62950125,254.169471
scalar,decode,standard,padded,1024,9,16384,62980459,254.047053
scalar,decode,standard,padded,1024,10,16384,62889167,254.415836
scalar,decode,standard,padded,1024,11,16384,62887042,254.424433
scalar,decode,standard,padded,1024,12,16384,63359583,252.526915
scalar,decode,standard,padded,1024,13,16384,63062583,253.716217
scalar,decode,standard,padded,1024,14,16384,62908459,254.337815
neon,encode,standard,padded,1024,0,16384,3118292,5131.014029
neon,encode,standard,padded,1024,1,16384,3111458,5142.283778
neon,encode,standard,padded,1024,2,16384,3136916,5100.550987
neon,encode,standard,padded,1024,3,16384,3129208,5113.114884
neon,encode,standard,padded,1024,4,16384,3137583,5099.466691
neon,encode,standard,padded,1024,5,16384,3121083,5126.425667
neon,encode,standard,padded,1024,6,16384,3112875,5139.942979
neon,encode,standard,padded,1024,7,16384,3111750,5141.801237
neon,encode,standard,padded,1024,8,16384,3111666,5141.940041
neon,encode,standard,padded,1024,9,16384,3115084,5136.298090
neon,encode,standard,padded,1024,10,16384,3107750,5148.419274
neon,encode,standard,padded,1024,11,16384,3108541,5147.109207
neon,encode,standard,padded,1024,12,16384,3111833,5141.664093
neon,encode,standard,padded,1024,13,16384,3118041,5131.427072
neon,encode,standard,padded,1024,14,16384,3117334,5132.590861
neon,decode,standard,padded,1024,0,16384,29655958,539.520591
neon,decode,standard,padded,1024,1,16384,29729500,538.185977
neon,decode,standard,padded,1024,2,16384,29745541,537.895747
neon,decode,standard,padded,1024,3,16384,29696709,538.780240
neon,decode,standard,padded,1024,4,16384,29756916,537.690129
neon,decode,standard,padded,1024,5,16384,29447125,543.346761
neon,decode,standard,padded,1024,6,16384,29146458,548.951780
neon,decode,standard,padded,1024,7,16384,29219708,547.575629
neon,decode,standard,padded,1024,8,16384,29293500,546.196255
neon,decode,standard,padded,1024,9,16384,29241917,547.159750
neon,decode,standard,padded,1024,10,16384,29531625,541.792062
neon,decode,standard,padded,1024,11,16384,29440959,543.460558
neon,decode,standard,padded,1024,12,16384,29354209,545.066638
neon,decode,standard,padded,1024,13,16384,29407833,544.072731
neon,decode,standard,padded,1024,14,16384,29180834,548.305096
scalar,encode,standard,padded,4096,0,4096,5937125,2694.907047
scalar,encode,standard,padded,4096,1,4096,5936542,2695.171701
scalar,encode,standard,padded,4096,2,4096,5936875,2695.020528
scalar,encode,standard,padded,4096,3,4096,5935250,2695.758393
scalar,encode,standard,padded,4096,4,4096,5936125,2695.361031
scalar,encode,standard,padded,4096,5,4096,5934708,2696.004589
scalar,encode,standard,padded,4096,6,4096,5936333,2695.266590
scalar,encode,standard,padded,4096,7,4096,5934334,2696.174499
scalar,encode,standard,padded,4096,8,4096,6100459,2622.753468
scalar,encode,standard,padded,4096,9,4096,6255000,2557.953637
scalar,encode,standard,padded,4096,10,4096,5971166,2679.543660
scalar,encode,standard,padded,4096,11,4096,5942208,2692.601807
scalar,encode,standard,padded,4096,12,4096,5946167,2690.809054
scalar,encode,standard,padded,4096,13,4096,5938625,2694.226357
scalar,encode,standard,padded,4096,14,4096,5946125,2690.828060
scalar,decode,standard,padded,4096,0,4096,62666000,255.321865
scalar,decode,standard,padded,4096,1,4096,62592959,255.619805
scalar,decode,standard,padded,4096,2,4096,62677875,255.273492
scalar,decode,standard,padded,4096,3,4096,62478333,256.088779
scalar,decode,standard,padded,4096,4,4096,62603084,255.578463
scalar,decode,standard,padded,4096,5,4096,62511750,255.951881
scalar,decode,standard,padded,4096,6,4096,62512000,255.950857
scalar,decode,standard,padded,4096,7,4096,62506041,255.975258
scalar,decode,standard,padded,4096,8,4096,62499375,256.002560
scalar,decode,standard,padded,4096,9,4096,62486583,256.054968
scalar,decode,standard,padded,4096,10,4096,62482292,256.072553
scalar,decode,standard,padded,4096,11,4096,62470166,256.122258
scalar,decode,standard,padded,4096,12,4096,62509125,255.962629
scalar,decode,standard,padded,4096,13,4096,62471375,256.117302
scalar,decode,standard,padded,4096,14,4096,62476458,256.096464
neon,encode,standard,padded,4096,0,4096,2932167,5456.715119
neon,encode,standard,padded,4096,1,4096,2942625,5437.322119
neon,encode,standard,padded,4096,2,4096,2932083,5456.871446
neon,encode,standard,padded,4096,3,4096,2931959,5457.102231
neon,encode,standard,padded,4096,4,4096,2938750,5444.491706
neon,encode,standard,padded,4096,5,4096,2935541,5450.443377
neon,encode,standard,padded,4096,6,4096,2935667,5450.209441
neon,encode,standard,padded,4096,7,4096,2935459,5450.595631
neon,encode,standard,padded,4096,8,4096,2957416,5410.128301
neon,encode,standard,padded,4096,9,4096,2954792,5414.932760
neon,encode,standard,padded,4096,10,4096,2935625,5450.287418
neon,encode,standard,padded,4096,11,4096,2950000,5423.728814
neon,encode,standard,padded,4096,12,4096,2932375,5456.328062
neon,encode,standard,padded,4096,13,4096,2935417,5450.673618
neon,encode,standard,padded,4096,14,4096,2935417,5450.673618
neon,decode,standard,padded,4096,0,4096,28776042,556.018093
neon,decode,standard,padded,4096,1,4096,28783958,555.865180
neon,decode,standard,padded,4096,2,4096,28763625,556.258121
neon,decode,standard,padded,4096,3,4096,28770792,556.119553
neon,decode,standard,padded,4096,4,4096,28753667,556.450765
neon,decode,standard,padded,4096,5,4096,28762542,556.279066
neon,decode,standard,padded,4096,6,4096,28777292,555.993941
neon,decode,standard,padded,4096,7,4096,28787458,555.797598
neon,decode,standard,padded,4096,8,4096,28773375,556.069630
neon,decode,standard,padded,4096,9,4096,28744792,556.622570
neon,decode,standard,padded,4096,10,4096,28774167,556.054325
neon,decode,standard,padded,4096,11,4096,28746959,556.580611
neon,decode,standard,padded,4096,12,4096,28776750,556.004413
neon,decode,standard,padded,4096,13,4096,28785458,555.836214
neon,decode,standard,padded,4096,14,4096,28756583,556.394339
scalar,encode,standard,padded,65536,0,256,5863708,2728.648834
scalar,encode,standard,padded,65536,1,256,5846333,2736.758238
scalar,encode,standard,padded,65536,2,256,5840208,2739.628452
scalar,encode,standard,padded,65536,3,256,5833375,2742.837551
scalar,encode,standard,padded,65536,4,256,5840208,2739.628452
scalar,encode,standard,padded,65536,5,256,5833125,2742.955106
scalar,encode,standard,padded,65536,6,256,5848583,2735.705384
scalar,encode,standard,padded,65536,7,256,5849083,2735.471526
scalar,encode,standard,padded,65536,8,256,5833167,2742.935356
scalar,encode,standard,padded,65536,9,256,5841084,2739.217584
scalar,encode,standard,padded,65536,10,256,5833042,2742.994136
scalar,encode,standard,padded,65536,11,256,5851209,2734.477610
scalar,encode,standard,padded,65536,12,256,5837166,2741.056191
scalar,encode,standard,padded,65536,13,256,5830042,2744.405615
scalar,encode,standard,padded,65536,14,256,5840333,2739.569816
scalar,decode,standard,padded,65536,0,256,62396458,256.424812
scalar,decode,standard,padded,65536,1,256,62421375,256.322454
scalar,decode,standard,padded,65536,2,256,62368125,256.541302
scalar,decode,standard,padded,65536,3,256,62385083,256.471567
scalar,decode,standard,padded,65536,4,256,62433333,256.273360
scalar,decode,standard,padded,65536,5,256,62391083,256.446903
scalar,decode,standard,padded,65536,6,256,62367333,256.544560
scalar,decode,standard,padded,65536,7,256,62457500,256.174198
scalar,decode,standard,padded,65536,8,256,62450750,256.201887
scalar,decode,standard,padded,65536,9,256,62352708,256.604733
scalar,decode,standard,padded,65536,10,256,62489458,256.043187
scalar,decode,standard,padded,65536,11,256,62459417,256.166336
scalar,decode,standard,padded,65536,12,256,62570541,255.711390
scalar,decode,standard,padded,65536,13,256,62551500,255.789230
scalar,decode,standard,padded,65536,14,256,62490209,256.040110
neon,encode,standard,padded,65536,0,256,2861167,5592.123773
neon,encode,standard,padded,65536,1,256,2886542,5542.964558
neon,encode,standard,padded,65536,2,256,2864375,5585.860790
neon,encode,standard,padded,65536,3,256,2873125,5568.849250
neon,encode,standard,padded,65536,4,256,2879916,5555.717597
neon,encode,standard,padded,65536,5,256,2880917,5553.787214
neon,encode,standard,padded,65536,6,256,2880167,5555.233429
neon,encode,standard,padded,65536,7,256,2861416,5591.637147
neon,encode,standard,padded,65536,8,256,2871250,5572.485851
neon,encode,standard,padded,65536,9,256,2864291,5586.024604
neon,encode,standard,padded,65536,10,256,2873291,5568.527518
neon,encode,standard,padded,65536,11,256,2864583,5585.455195
neon,encode,standard,padded,65536,12,256,2871541,5571.921139
neon,encode,standard,padded,65536,13,256,2864375,5585.860790
neon,encode,standard,padded,65536,14,256,2864208,5586.186478
neon,decode,standard,padded,65536,0,256,28644584,558.569816
neon,decode,standard,padded,65536,1,256,28624500,558.961729
neon,decode,standard,padded,65536,2,256,28627750,558.898272
neon,decode,standard,padded,65536,3,256,28635583,558.745390
neon,decode,standard,padded,65536,4,256,28617209,559.104139
neon,decode,standard,padded,65536,5,256,28606125,559.320775
neon,decode,standard,padded,65536,6,256,28620458,559.040669
neon,decode,standard,padded,65536,7,256,28645875,558.544642
neon,decode,standard,padded,65536,8,256,28587500,559.685177
neon,decode,standard,padded,65536,9,256,28600334,559.434026
neon,decode,standard,padded,65536,10,256,28633667,558.782778
neon,decode,standard,padded,65536,11,256,28720958,557.084482
neon,decode,standard,padded,65536,12,256,28756917,556.387877
neon,decode,standard,padded,65536,13,256,28752833,556.466905
neon,decode,standard,padded,65536,14,256,28686083,557.761755
scalar,encode,standard,unpadded,12,0,1398101,36292042,440.867896
scalar,encode,standard,unpadded,12,1,1398101,36330167,440.405247
scalar,encode,standard,unpadded,12,2,1398101,36330750,440.398180
scalar,encode,standard,unpadded,12,3,1398101,36335292,440.343129
scalar,encode,standard,unpadded,12,4,1398101,36297917,440.796539
scalar,encode,standard,unpadded,12,5,1398101,36322666,440.496196
scalar,encode,standard,unpadded,12,6,1398101,36324584,440.472937
scalar,encode,standard,unpadded,12,7,1398101,36334209,440.356254
scalar,encode,standard,unpadded,12,8,1398101,36311000,440.637718
scalar,encode,standard,unpadded,12,9,1398101,36283417,440.972695
scalar,encode,standard,unpadded,12,10,1398101,36407709,439.467262
scalar,encode,standard,unpadded,12,11,1398101,36383208,439.763206
scalar,encode,standard,unpadded,12,12,1398101,36501041,438.343558
scalar,encode,standard,unpadded,12,13,1398101,36446208,439.003042
scalar,encode,standard,unpadded,12,14,1398101,36383333,439.761695
scalar,decode,standard,unpadded,12,0,1398101,69578375,229.956451
scalar,decode,standard,unpadded,12,1,1398101,69532834,230.107063
scalar,decode,standard,unpadded,12,2,1398101,69628000,229.792557
scalar,decode,standard,unpadded,12,3,1398101,69584875,229.934971
scalar,decode,standard,unpadded,12,4,1398101,69496791,230.226403
scalar,decode,standard,unpadded,12,5,1398101,69508250,230.188448
scalar,decode,standard,unpadded,12,6,1398101,69464250,230.334254
scalar,decode,standard,unpadded,12,7,1398101,69475750,230.296128
scalar,decode,standard,unpadded,12,8,1398101,69432834,230.438472
scalar,decode,standard,unpadded,12,9,1398101,69453791,230.368940
scalar,decode,standard,unpadded,12,10,1398101,69504875,230.199625
scalar,decode,standard,unpadded,12,11,1398101,69456791,230.358989
scalar,decode,standard,unpadded,12,12,1398101,69574125,229.970498
scalar,decode,standard,unpadded,12,13,1398101,69500125,230.215358
scalar,decode,standard,unpadded,12,14,1398101,69482625,230.273341
neon,encode,standard,unpadded,12,0,1398101,15384875,1039.982202
neon,encode,standard,unpadded,12,1,1398101,15403583,1038.719120
neon,encode,standard,unpadded,12,2,1398101,15377958,1040.449986
neon,encode,standard,unpadded,12,3,1398101,15416542,1037.845983
neon,encode,standard,unpadded,12,4,1398101,15371833,1040.864560
neon,encode,standard,unpadded,12,5,1398101,15393334,1039.410708
neon,encode,standard,unpadded,12,6,1398101,15371750,1040.870180
neon,encode,standard,unpadded,12,7,1398101,15378500,1040.413316
neon,encode,standard,unpadded,12,8,1398101,15371792,1040.867336
neon,encode,standard,unpadded,12,9,1398101,15395750,1039.247597
neon,encode,standard,unpadded,12,10,1398101,15372833,1040.796852
neon,encode,standard,unpadded,12,11,1398101,15378583,1040.407701
neon,encode,standard,unpadded,12,12,1398101,15371625,1040.878644
neon,encode,standard,unpadded,12,13,1398101,15388917,1039.709044
neon,encode,standard,unpadded,12,14,1398101,15371875,1040.861716
neon,decode,standard,unpadded,12,0,1398101,39368042,406.420929
neon,decode,standard,unpadded,12,1,1398101,39218250,407.973231
neon,decode,standard,unpadded,12,2,1398101,39227041,407.881802
neon,decode,standard,unpadded,12,3,1398101,39173916,408.434944
neon,decode,standard,unpadded,12,4,1398101,39206833,408.092033
neon,decode,standard,unpadded,12,5,1398101,39282708,407.303799
neon,decode,standard,unpadded,12,6,1398101,39250959,407.633255
neon,decode,standard,unpadded,12,7,1398101,39248208,407.661827
neon,decode,standard,unpadded,12,8,1398101,39335292,406.759309
neon,decode,standard,unpadded,12,9,1398101,39235834,407.790393
neon,decode,standard,unpadded,12,10,1398101,39191416,408.252567
neon,decode,standard,unpadded,12,11,1398101,39261750,407.521218
neon,decode,standard,unpadded,12,12,1398101,39194667,408.218704
neon,decode,standard,unpadded,12,13,1398101,39203500,408.126728
neon,decode,standard,unpadded,12,14,1398101,39196917,408.195272
scalar,encode,standard,unpadded,24,0,699050,32110625,498.276964
scalar,encode,standard,unpadded,24,1,699050,32135208,497.895789
scalar,encode,standard,unpadded,24,2,699050,32148541,497.689296
scalar,encode,standard,unpadded,24,3,699050,32138667,497.842202
scalar,encode,standard,unpadded,24,4,699050,32110459,498.279540
scalar,encode,standard,unpadded,24,5,699050,32130917,497.962282
scalar,encode,standard,unpadded,24,6,699050,32118459,498.155430
scalar,encode,standard,unpadded,24,7,699050,32148584,497.688630
scalar,encode,standard,unpadded,24,8,699050,32106791,498.336465
scalar,encode,standard,unpadded,24,9,699050,32140375,497.815745
scalar,encode,standard,unpadded,24,10,699050,32110542,498.278252
scalar,encode,standard,unpadded,24,11,699050,32127250,498.019119
scalar,encode,standard,unpadded,24,12,699050,32110750,498.275024
scalar,encode,standard,unpadded,24,13,699050,32151417,497.644777
scalar,encode,standard,unpadded,24,14,699050,32106875,498.335162
scalar,decode,standard,unpadded,24,0,699050,67905333,235.621917
scalar,decode,standard,unpadded,24,1,699050,68137958,234.817497
scalar,decode,standard,unpadded,24,2,699050,68050083,235.120723
scalar,decode,standard,unpadded,24,3,699050,67946666,235.478585
scalar,decode,standard,unpadded,24,4,699050,67958500,235.437579
scalar,decode,standard,unpadded,24,5,699050,68026791,235.201227
scalar,decode,standard,unpadded,24,6,699050,67979208,235.365860
scalar,decode,standard,unpadded,24,7,699050,68004125,235.279621
scalar,decode,standard,unpadded,24,8,699050,67969917,235.398033
scalar,decode,standard,unpadded,24,9,699050,67961000,235.428919
scalar,decode,standard,unpadded,24,10,699050,67946333,235.479739
scalar,decode,standard,unpadded,24,11,699050,68005667,235.274286
scalar,decode,standard,unpadded,24,12,699050,68182791,234.663095
scalar,decode,standard,unpadded,24,13,699050,67970167,235.397167
scalar,decode,standard,unpadded,24,14,699050,67982292,235.355183
neon,encode,standard,unpadded,24,0,699050,8987708,1780.207450
neon,encode,standard,unpadded,24,1,699050,8987750,1780.199131
neon,encode,standard,unpadded,24,2,699050,8987875,1780.174373
neon,encode,standard,unpadded,24,3,699050,8998917,1777.990034
neon,encode,standard,unpadded,24,4,699050,8981042,1781.528774
neon,encode,standard,unpadded,24,5,699050,8984084,1780.925550
neon,encode,standard,unpadded,24,6,699050,8987791,1780.191010
neon,encode,standard,unpadded,24,7,699050,8984375,1780.867867
neon,encode,standard,unpadded,24,8,699050,8984416,1780.859740
neon,encode,standard,unpadded,24,9,699050,8987750,1780.199131
neon,encode,standard,unpadded,24,10,699050,9013916,1775.031489
neon,encode,standard,unpadded,24,11,699050,8994125,1778.937333
neon,encode,standard,unpadded,24,12,699050,8987500,1780.248650
neon,encode,standard,unpadded,24,13,699050,8980667,1781.603164
neon,encode,standard,unpadded,24,14,699050,8993375,1779.085687
neon,decode,standard,unpadded,24,0,699050,28741250,556.690636
neon,decode,standard,unpadded,24,1,699050,28726959,556.967577
neon,decode,standard,unpadded,24,2,699050,28717709,557.146976
neon,decode,standard,unpadded,24,3,699050,28742708,556.662397
neon,decode,standard,unpadded,24,4,699050,28738583,556.742298
neon,decode,standard,unpadded,24,5,699050,28797792,555.597622
neon,decode,standard,unpadded,24,6,699050,28764875,556.233418
neon,decode,standard,unpadded,24,7,699050,28691750,557.651058
neon,decode,standard,unpadded,24,8,699050,28721584,557.071808
neon,decode,standard,unpadded,24,9,699050,28727667,556.953850
neon,decode,standard,unpadded,24,10,699050,28749750,556.526048
neon,decode,standard,unpadded,24,11,699050,28845125,554.685921
neon,decode,standard,unpadded,24,12,699050,28802584,555.505185
neon,decode,standard,unpadded,24,13,699050,28863000,554.342402
neon,decode,standard,unpadded,24,14,699050,28845292,554.682710
scalar,encode,standard,unpadded,48,0,349525,30058333,532.297807
scalar,encode,standard,unpadded,48,1,349525,30150334,530.673549
scalar,encode,standard,unpadded,48,2,349525,30181417,530.127023
scalar,encode,standard,unpadded,48,3,349525,30177875,530.189244
scalar,encode,standard,unpadded,48,4,349525,30150667,530.667688
scalar,encode,standard,unpadded,48,5,349525,30205667,529.701421
scalar,encode,standard,unpadded,48,6,349525,30123291,531.149958
scalar,encode,standard,unpadded,48,7,349525,30784833,519.735960
scalar,encode,standard,unpadded,48,8,349525,30194417,529.898780
scalar,encode,standard,unpadded,48,9,349525,30122208,531.169054
scalar,encode,standard,unpadded,48,10,349525,30103209,531.504290
scalar,encode,standard,unpadded,48,11,349525,30038042,532.657380
scalar,encode,standard,unpadded,48,12,349525,30087875,531.775167
scalar,encode,standard,unpadded,48,13,349525,30028291,532.830348
scalar,encode,standard,unpadded,48,14,349525,30050667,532.433598
scalar,decode,standard,unpadded,48,0,349525,67164709,238.220116
scalar,decode,standard,unpadded,48,1,349525,67186500,238.142852
scalar,decode,standard,unpadded,48,2,349525,67158750,238.241253
scalar,decode,standard,unpadded,48,3,349525,67168750,238.205784
scalar,decode,standard,unpadded,48,4,349525,67191875,238.123802
scalar,decode,standard,unpadded,48,5,349525,67154208,238.257366
scalar,decode,standard,unpadded,48,6,349525,67164375,238.221300
scalar,decode,standard,unpadded,48,7,349525,67180542,238.163972
scalar,decode,standard,unpadded,48,8,349525,67178084,238.172687
scalar,decode,standard,unpadded,48,9,349525,67170709,238.198837
scalar,decode,standard,unpadded,48,10,349525,67189875,238.130890
scalar,decode,standard,unpadded,48,11,349525,67188041,238.137390
scalar,decode,standard,unpadded,48,12,349525,67210166,238.058998
scalar,decode,standard,unpadded,48,13,349525,67170167,238.200759
scalar,decode,standard,unpadded,48,14,349525,67235375,237.969741
neon,encode,standard,unpadded,48,0,349525,5889084,2716.888525
neon,encode,standard,unpadded,48,1,349525,5895417,2713.969977
neon,encode,standard,unpadded,48,2,349525,5906208,2709.011390
neon,encode,standard,unpadded,48,3,349525,5920959,2702.262377
neon,encode,standard,unpadded,48,4,349525,5917542,2703.822760
neon,encode,standard,unpadded,48,5,349525,5913083,2705.861687
neon,encode,standard,unpadded,48,6,349525,5904625,2709.737662
neon,encode,standard,unpadded,48,7,349525,5892041,2715.525018
neon,encode,standard,unpadded,48,8,349525,5888750,2717.042622
neon,encode,standard,unpadded,48,9,349525,5895583,2713.893561
neon,encode,standard,unpadded,48,10,349525,5912750,2706.014078
neon,encode,standard,unpadded,48,11,349525,5908833,2707.807911
neon,encode,standard,unpadded,48,12,349525,5888709,2717.061540
neon,encode,standard,unpadded,48,13,349525,5908125,2708.132401
neon,encode,standard,unpadded,48,14,349525,5889833,2716.543023
neon,decode,standard,unpadded,48,0,349525,25048041,638.771900
neon,decode,standard,unpadded,48,1,349525,25028125,639.280199
neon,decode,standard,unpadded,48,2,349525,25029125,639.254658
neon,decode,standard,unpadded,48,3,349525,24999041,640.023941
neon,decode,standard,unpadded,48,4,349525,24975000,640.640030
neon,decode,standard,unpadded,48,5,349525,25450667,628.666618
neon,decode,standard,unpadded,48,6,349525,26574834,602.072801
neon,decode,standard,unpadded,48,7,349525,25039583,638.987668
neon,decode,standard,unpadded,48,8,349525,25049584,638.732553
neon,decode,standard,unpadded,48,9,349525,24962667,640.956543
neon,decode,standard,unpadded,48,10,349525,24997625,640.060195
neon,decode,standard,unpadded,48,11,349525,24949250,641.301231
neon,decode,standard,unpadded,48,12,349525,24950708,641.263757
neon,decode,standard,unpadded,48,13,349525,25666375,623.383113
neon,decode,standard,unpadded,48,14,349525,24968625,640.803598
scalar,encode,standard,unpadded,64,0,262144,13238958,1208.554329
scalar,encode,standard,unpadded,64,1,262144,13215083,1210.737761
scalar,encode,standard,unpadded,64,2,262144,13216458,1210.611799
scalar,encode,standard,unpadded,64,3,262144,13243750,1208.117036
scalar,encode,standard,unpadded,64,4,262144,13282750,1204.569837
scalar,encode,standard,unpadded,64,5,262144,13198833,1212.228384
scalar,encode,standard,unpadded,64,6,262144,13202958,1211.849648
scalar,encode,standard,unpadded,64,7,262144,13252958,1207.277651
scalar,encode,standard,unpadded,64,8,262144,13214250,1210.814083
scalar,encode,standard,unpadded,64,9,262144,13210584,1211.150090
scalar,encode,standard,unpadded,64,10,262144,13184334,1213.561489
scalar,encode,standard,unpadded,64,11,262144,13217875,1210.482018
scalar,encode,standard,unpadded,64,12,262144,13186792,1213.335283
scalar,encode,standard,unpadded,64,13,262144,13284750,1204.388491
scalar,encode,standard,unpadded,64,14,262144,13208042,1211.383186
scalar,decode,standard,unpadded,64,0,262144,67477000,237.117833
scalar,decode,standard,unpadded,64,1,262144,67345250,237.581715
scalar,decode,standard,unpadded,64,2,262144,67295166,237.758534
scalar,decode,standard,unpadded,64,3,262144,67399750,237.389605
scalar,decode,standard,unpadded,64,4,262144,67317250,237.680535
scalar,decode,standard,unpadded,64,5,262144,67443500,237.235612
scalar,decode,standard,unpadded,64,6,262144,67461041,237.173927
scalar,decode,standard,unpadded,64,7,262144,67443834,237.234437
scalar,decode,standard,unpadded,64,8,262144,67317167,237.680828
scalar,decode,standard,unpadded,64,9,262144,67387375,237.433199
scalar,decode,standard,unpadded,64,10,262144,67339000,237.603766
scalar,decode,standard,unpadded,64,11,262144,67305250,237.722912
scalar,decode,standard,unpadded,64,12,262144,67335708,237.615382
scalar,decode,standard,unpadded,64,13,262144,67310666,237.703784
scalar,decode,standard,unpadded,64,14,262144,67304625,237.725119
neon,encode,standard,unpadded,64,0,262144,7288875,2195.126134
neon,encode,standard,unpadded,64,1,262144,7277292,2198.620036
neon,encode,standard,unpadded,64,2,262144,7308750,2189.156833
neon,encode,standard,unpadded,64,3,262144,7306583,2189.806097
neon,encode,standard,unpadded,64,4,262144,7289333,2194.988211
neon,encode,standard,unpadded,64,5,262144,7302625,2190.992965
neon,encode,standard,unpadded,64,6,262144,7271125,2200.484794
neon,encode,standard,unpadded,64,7,262144,7281709,2197.286379
neon,encode,standard,unpadded,64,8,262144,7339625,2179.947886
neon,encode,standard,unpadded,64,9,262144,7335917,2181.049758
neon,encode,standard,unpadded,64,10,262144,7331416,2182.388777
neon,encode,standard,unpadded,64,11,262144,7357583,2174.627184
neon,encode,standard,unpadded,64,12,262144,7288000,2195.389682
neon,encode,standard,unpadded,64,13,262144,7295458,2193.145379
neon,encode,standard,unpadded,64,14,262144,7277500,2198.557197
neon,decode,standard,unpadded,64,0,262144,28228209,566.808897
neon,decode,standard,unpadded,64,1,262144,28182166,567.734929
neon,decode,standard,unpadded,64,2,262144,28164333,568.094405
neon,decode,standard,unpadded,64,3,262144,28175875,567.861690
neon,decode,standard,unpadded,64,4,262144,28200042,567.375041
neon,decode,standard,unpadded,64,5,262144,28203875,567.297933
neon,decode,standard,unpadded,64,6,262144,28406708,563.247244
neon,decode,standard,unpadded,64,7,262144,28216625,567.041593
neon,decode,standard,unpadded,64,8,262144,28222875,566.916021
neon,decode,standard,unpadded,64,9,262144,28257833,566.214685
neon,decode,standard,unpadded,64,10,262144,28226875,566.835684
neon,decode,standard,unpadded,64,11,262144,28215458,567.065046
neon,decode,standard,unpadded,64,12,262144,28201958,567.336495
neon,decode,standard,unpadded,64,13,262144,28206875,567.237597
neon,decode,standard,unpadded,64,14,262144,28161541,568.150727
scalar,encode,standard,unpadded,96,0,174762,18056375,886.110250
scalar,encode,standard,unpadded,96,1,174762,18041667,886.832628
scalar,encode,standard,unpadded,96,2,174762,18025917,887.607491
scalar,encode,standard,unpadded,96,3,174762,18058125,886.024378
scalar,encode,standard,unpadded,96,4,174762,18059125,885.975315
scalar,encode,standard,unpadded,96,5,174762,18042000,886.816260
scalar,encode,standard,unpadded,96,6,174762,18029167,887.447488
scalar,encode,standard,unpadded,96,7,174762,18041625,886.834693
scalar,encode,standard,unpadded,96,8,174762,18019666,887.915401
scalar,encode,standard,unpadded,96,9,174762,18029834,887.414658
scalar,encode,standard,unpadded,96,10,174762,18029375,887.437250
scalar,encode,standard,unpadded,96,11,174762,18046209,886.609424
scalar,encode,standard,unpadded,96,12,174762,18029584,887.426963
scalar,encode,standard,unpadded,96,13,174762,18022666,887.767601
scalar,encode,standard,unpadded,96,14,174762,18068125,885.533998
scalar,decode,standard,unpadded,96,0,174762,68627417,233.142083
scalar,decode,standard,unpadded,96,1,174762,68494917,233.593085
scalar,decode,standard,unpadded,96,2,174762,68475834,233.658183
scalar,decode,standard,unpadded,96,3,174762,68482250,233.636292
scalar,decode,standard,unpadded,96,4,174762,68472125,233.670840
scalar,decode,standard,unpadded,96,5,174762,68466750,233.689184
scalar,decode,standard,unpadded,96,6,174762,68523625,233.495221
scalar,decode,standard,unpadded,96,7,174762,68479334,233.646241
scalar,decode,standard,unpadded,96,8,174762,68455541,233.727449
scalar,decode,standard,unpadded,96,9,174762,68491125,233.606018
scalar,decode,standard,unpadded,96,10,174762,68506375,233.554015
scalar,decode,standard,unpadded,96,11,174762,68683792,232.950722
scalar,decode,standard,unpadded,96,12,174762,68549042,233.408644
scalar,decode,standard,unpadded,96,13,174762,68580625,233.301154
scalar,decode,standard,unpadded,96,14,174762,68564917,233.354603
neon,encode,standard,unpadded,96,0,174762,4313375,3709.378147
neon,encode,standard,unpadded,96,1,174762,4321292,3702.582229
