schema_version,backend,operation,alphabet,padding,input_len,target_arch,target_os,median_throughput_mib_s,scalar_median_throughput_mib_s,ratio_to_scalar,status
1,auto,decode,standard,unpadded,63,x86_64,linux,117.695807,284.225708,0.414093,non-admissible-below-scalar
1,avx2,decode,standard,unpadded,63,x86_64,linux,99.230244,284.225708,0.349125,non-admissible-below-scalar
1,avx512-vbmi,decode,standard,unpadded,63,x86_64,linux,118.666432,284.225708,0.417508,non-admissible-below-scalar
1,ssse3-sse4.1,decode,standard,unpadded,63,x86_64,linux,78.962732,284.225708,0.277817,non-admissible-below-scalar
1,auto,decode,standard,unpadded,64,x86_64,linux,117.839742,285.442909,0.412831,non-admissible-below-scalar
1,avx2,decode,standard,unpadded,64,x86_64,linux,98.637141,285.442909,0.345558,non-admissible-below-scalar
1,avx512-vbmi,decode,standard,unpadded,64,x86_64,linux,117.001704,285.442909,0.409895,non-admissible-below-scalar
1,ssse3-sse4.1,decode,standard,unpadded,64,x86_64,linux,79.429848,285.442909,0.278269,non-admissible-below-scalar
1,auto,decode,standard,unpadded,65536,x86_64,linux,148.767548,289.873736,0.513215,non-admissible-below-scalar
1,avx2,decode,standard,unpadded,65536,x86_64,linux,114.311722,289.873736,0.394350,non-admissible-below-scalar
1,avx512-vbmi,decode,standard,unpadded,65536,x86_64,linux,148.756744,289.873736,0.513178,non-admissible-below-scalar
1,ssse3-sse4.1,decode,standard,unpadded,65536,x86_64,linux,78.920836,289.873736,0.272259,non-admissible-below-scalar
1,auto,decode,url-safe,padded,1,x86_64,linux,66.354321,100.950636,0.657295,non-admissible-below-scalar
1,auto,decode,url-safe,padded,1024,x86_64,linux,142.770496,307.642209,0.464080,non-admissible-below-scalar
1,avx2,decode,url-safe,padded,1024,x86_64,linux,109.805963,307.642209,0.356927,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,padded,1024,x86_64,linux,142.995573,307.642209,0.464811,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,1024,x86_64,linux,76.999425,307.642209,0.250289,non-admissible-below-scalar
1,auto,decode,url-safe,padded,11,x86_64,linux,62.986930,265.091208,0.237605,non-admissible-below-scalar
1,auto,decode,url-safe,padded,12,x86_64,linux,69.051122,282.785816,0.244182,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,12,x86_64,linux,70.000448,282.785816,0.247539,non-admissible-below-scalar
1,auto,decode,url-safe,padded,15,x86_64,linux,77.752237,287.514520,0.270429,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,15,x86_64,linux,81.807536,287.514520,0.284534,non-admissible-below-scalar
1,auto,decode,url-safe,padded,16,x86_64,linux,81.369172,279.183263,0.291454,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,16,x86_64,linux,83.101782,279.183263,0.297660,non-admissible-below-scalar
1,auto,decode,url-safe,padded,2,x86_64,linux,116.694964,166.330942,0.701583,non-admissible-below-scalar
1,auto,decode,url-safe,padded,23,x86_64,linux,98.354368,289.935264,0.339229,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,23,x86_64,linux,70.303255,289.935264,0.242479,non-admissible-below-scalar
1,auto,decode,url-safe,padded,24,x86_64,linux,102.761142,301.486233,0.340849,non-admissible-below-scalar
1,avx2,decode,url-safe,padded,24,x86_64,linux,103.868999,301.486233,0.344523,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,24,x86_64,linux,73.912335,301.486233,0.245160,non-admissible-below-scalar
1,auto,decode,url-safe,padded,3,x86_64,linux,156.676525,215.202393,0.728043,non-admissible-below-scalar
1,auto,decode,url-safe,padded,31,x86_64,linux,112.128117,295.269965,0.379748,non-admissible-below-scalar
1,avx2,decode,url-safe,padded,31,x86_64,linux,116.681030,295.269965,0.395167,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,31,x86_64,linux,85.671291,295.269965,0.290146,non-admissible-below-scalar
1,auto,decode,url-safe,padded,32,x86_64,linux,117.509719,297.988221,0.394344,non-admissible-below-scalar
1,avx2,decode,url-safe,padded,32,x86_64,linux,118.417614,297.988221,0.397390,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,32,x86_64,linux,88.077456,297.988221,0.295574,non-admissible-below-scalar
1,auto,decode,url-safe,padded,47,x86_64,linux,133.488247,300.355294,0.444434,non-admissible-below-scalar
1,avx2,decode,url-safe,padded,47,x86_64,linux,105.704952,300.355294,0.351933,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,47,x86_64,linux,73.337268,300.355294,0.244168,non-admissible-below-scalar
1,auto,decode,url-safe,padded,48,x86_64,linux,138.189559,310.318356,0.445315,non-admissible-below-scalar
1,avx2,decode,url-safe,padded,48,x86_64,linux,105.484250,310.318356,0.339923,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,padded,48,x86_64,linux,137.662438,310.318356,0.443617,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,48,x86_64,linux,74.412180,310.318356,0.239793,non-admissible-below-scalar
1,auto,decode,url-safe,padded,63,x86_64,linux,114.241801,312.459443,0.365621,non-admissible-below-scalar
1,avx2,decode,url-safe,padded,63,x86_64,linux,97.480040,312.459443,0.311977,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,padded,63,x86_64,linux,117.144724,312.459443,0.374912,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,63,x86_64,linux,78.441606,312.459443,0.251046,non-admissible-below-scalar
1,auto,decode,url-safe,padded,64,x86_64,linux,114.387440,300.709924,0.380391,non-admissible-below-scalar
1,avx2,decode,url-safe,padded,64,x86_64,linux,96.340878,300.709924,0.320378,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,padded,64,x86_64,linux,114.796222,300.709924,0.381751,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,64,x86_64,linux,79.043626,300.709924,0.262857,non-admissible-below-scalar
1,auto,decode,url-safe,padded,65536,x86_64,linux,146.420188,307.998110,0.475393,non-admissible-below-scalar
1,avx2,decode,url-safe,padded,65536,x86_64,linux,112.328123,307.998110,0.364704,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,padded,65536,x86_64,linux,144.458504,307.998110,0.469024,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,65536,x86_64,linux,78.223422,307.998110,0.253974,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,1,x86_64,linux,72.187365,109.720308,0.657922,non-admissible-below-scalar
