schema_version,engine,operation,alphabet,padding,input_len,backend,target_arch,target_os,sample_count,median_throughput_mib_s,minimum_throughput_mib_s,maximum_throughput_mib_s
1,base64-0.23.0,encode,url-safe,padded,3,external,x86_64,linux,10,403.729576,377.801034,407.771749
1,base64-0.23.0,encode,url-safe,padded,31,external,x86_64,linux,10,2167.049297,2141.456269,2202.860629
1,base64-0.23.0,encode,url-safe,padded,32,external,x86_64,linux,10,2210.697420,2172.925779,2272.529718
1,base64-0.23.0,encode,url-safe,padded,47,external,x86_64,linux,10,2445.459435,2338.374769,2559.441521
1,base64-0.23.0,encode,url-safe,padded,48,external,x86_64,linux,10,2504.510120,2375.414803,2609.464002
1,base64-0.23.0,encode,url-safe,padded,63,external,x86_64,linux,10,2966.779127,2562.435413,3087.530068
1,base64-0.23.0,encode,url-safe,padded,64,external,x86_64,linux,10,2913.493097,2780.309017,3015.233715
1,base64-0.23.0,encode,url-safe,padded,65536,external,x86_64,linux,10,5007.163527,4929.101043,5077.991604
1,base64-0.23.0,encode,url-safe,unpadded,1,external,x86_64,linux,10,144.336492,138.062622,147.192016
1,base64-0.23.0,encode,url-safe,unpadded,1024,external,x86_64,linux,10,3879.017931,3709.852441,4606.787641
1,base64-0.23.0,encode,url-safe,unpadded,11,external,x86_64,linux,10,953.494294,818.498950,996.472282
1,base64-0.23.0,encode,url-safe,unpadded,12,external,x86_64,linux,10,1135.108637,1067.653015,1244.541881
1,base64-0.23.0,encode,url-safe,unpadded,15,external,x86_64,linux,10,1301.394133,1232.090374,1375.782756
1,base64-0.23.0,encode,url-safe,unpadded,16,external,x86_64,linux,10,1282.863506,1222.857157,1407.613075
1,base64-0.23.0,encode,url-safe,unpadded,2,external,x86_64,linux,10,271.841929,263.136653,280.344487
1,base64-0.23.0,encode,url-safe,unpadded,23,external,x86_64,linux,10,1563.777319,1483.648904,1729.546827
1,base64-0.23.0,encode,url-safe,unpadded,24,external,x86_64,linux,10,1641.346322,1540.756731,1779.050331
1,base64-0.23.0,encode,url-safe,unpadded,3,external,x86_64,linux,10,403.300957,390.807411,416.848722
1,base64-0.23.0,encode,url-safe,unpadded,31,external,x86_64,linux,10,2226.317316,2186.357762,2320.161869
1,base64-0.23.0,encode,url-safe,unpadded,32,external,x86_64,linux,10,2236.353535,2183.944947,2339.073224
1,base64-0.23.0,encode,url-safe,unpadded,47,external,x86_64,linux,10,2450.562016,2333.195739,2602.452378
1,base64-0.23.0,encode,url-safe,unpadded,48,external,x86_64,linux,10,2458.998196,2254.847654,2647.851453
1,base64-0.23.0,encode,url-safe,unpadded,63,external,x86_64,linux,10,2899.336372,2614.008618,3093.006871
1,base64-0.23.0,encode,url-safe,unpadded,64,external,x86_64,linux,10,2892.747293,2754.699517,3089.645286
1,base64-0.23.0,encode,url-safe,unpadded,65536,external,x86_64,linux,10,4852.391954,3998.504559,5044.377915
1,base64-ng,decode,standard,padded,1,auto,x86_64,linux,10,64.440759,61.157753,66.991989
1,base64-ng,decode,standard,padded,1,avx2,x86_64,linux,10,72.896812,70.512436,76.120936
1,base64-ng,decode,standard,padded,1,avx512-vbmi,x86_64,linux,10,69.601882,67.497570,72.097309
1,base64-ng,decode,standard,padded,1,scalar,x86_64,linux,10,96.140072,86.498426,99.884965
1,base64-ng,decode,standard,padded,1,ssse3-sse4.1,x86_64,linux,10,79.511001,76.380893,83.288515
1,base64-ng,decode,standard,padded,1024,auto,x86_64,linux,10,142.521596,136.317882,144.578437
1,base64-ng,decode,standard,padded,1024,avx2,x86_64,linux,10,108.689151,102.246627,111.958707
1,base64-ng,decode,standard,padded,1024,avx512-vbmi,x86_64,linux,10,141.826909,134.077634,144.680709
1,base64-ng,decode,standard,padded,1024,scalar,x86_64,linux,10,307.480277,305.257340,309.897851
1,base64-ng,decode,standard,padded,1024,ssse3-sse4.1,x86_64,linux,10,77.963161,76.366579,79.496277
1,base64-ng,decode,standard,padded,11,auto,x86_64,linux,10,60.003923,56.671143,62.554786
1,base64-ng,decode,standard,padded,11,avx2,x86_64,linux,10,60.303284,58.741202,62.484110
1,base64-ng,decode,standard,padded,11,avx512-vbmi,x86_64,linux,10,58.826842,58.041041,62.281881
1,base64-ng,decode,standard,padded,11,scalar,x86_64,linux,10,259.200941,240.097496,265.684407
1,base64-ng,decode,standard,padded,11,ssse3-sse4.1,x86_64,linux,10,60.631567,58.011507,62.791119
1,base64-ng,decode,standard,padded,12,auto,x86_64,linux,10,65.579583,63.873429,68.364588
1,base64-ng,decode,standard,padded,12,avx2,x86_64,linux,10,66.618307,63.915405,68.831040
1,base64-ng,decode,standard,padded,12,avx512-vbmi,x86_64,linux,10,65.050703,60.437344,68.543649
1,base64-ng,decode,standard,padded,12,scalar,x86_64,linux,10,273.376252,268.454678,281.172633
1,base64-ng,decode,standard,padded,12,ssse3-sse4.1,x86_64,linux,10,66.778097,63.688505,69.482127
