schema_version,backend,operation,alphabet,padding,input_len,target_arch,target_os,median_throughput_mib_s,scalar_median_throughput_mib_s,ratio_to_scalar,status
1,avx2,decode,url-safe,padded,65536,x86_64,linux,114.292440,312.888189,0.365282,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,padded,65536,x86_64,linux,148.390540,312.888189,0.474261,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,padded,65536,x86_64,linux,79.978735,312.888189,0.255614,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,1,x86_64,linux,73.551350,115.778059,0.635279,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,1024,x86_64,linux,148.226200,290.061163,0.511017,non-admissible-below-scalar
1,avx2,decode,url-safe,unpadded,1024,x86_64,linux,115.412266,290.061163,0.397889,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,unpadded,1024,x86_64,linux,148.365284,290.061163,0.511497,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,1024,x86_64,linux,80.589415,290.061163,0.277836,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,11,x86_64,linux,238.355799,263.104246,0.905937,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,12,x86_64,linux,69.677355,268.891439,0.259128,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,12,x86_64,linux,72.277703,268.891439,0.268799,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,15,x86_64,linux,81.868785,274.138340,0.298640,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,15,x86_64,linux,83.360551,274.138340,0.304082,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,16,x86_64,linux,84.060505,270.239739,0.311059,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,16,x86_64,linux,85.321046,270.239739,0.315724,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,2,x86_64,linux,130.534984,186.925321,0.698327,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,23,x86_64,linux,106.173868,280.293589,0.378795,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,23,x86_64,linux,105.473197,280.293589,0.376295,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,24,x86_64,linux,103.599506,278.931914,0.371415,non-admissible-below-scalar
1,avx2,decode,url-safe,unpadded,24,x86_64,linux,105.063931,278.931914,0.376665,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,24,x86_64,linux,76.143103,278.931914,0.272981,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,3,x86_64,linux,156.346247,205.069930,0.762405,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,31,x86_64,linux,119.060118,280.818278,0.423976,non-admissible-below-scalar
1,avx2,decode,url-safe,unpadded,31,x86_64,linux,120.521150,280.818278,0.429178,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,31,x86_64,linux,88.719300,280.818278,0.315931,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,32,x86_64,linux,121.356467,283.935065,0.427409,non-admissible-below-scalar
1,avx2,decode,url-safe,unpadded,32,x86_64,linux,123.203977,283.935065,0.433916,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,32,x86_64,linux,91.100727,283.935065,0.320851,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,47,x86_64,linux,103.916649,286.991384,0.362090,non-admissible-below-scalar
1,avx2,decode,url-safe,unpadded,47,x86_64,linux,104.805514,286.991384,0.365187,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,47,x86_64,linux,90.527637,286.991384,0.315437,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,48,x86_64,linux,138.810043,287.049185,0.483576,non-admissible-below-scalar
1,avx2,decode,url-safe,unpadded,48,x86_64,linux,107.649919,287.049185,0.375023,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,unpadded,48,x86_64,linux,139.357365,287.049185,0.485483,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,48,x86_64,linux,76.416457,287.049185,0.266214,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,63,x86_64,linux,115.833484,285.906744,0.405144,non-admissible-below-scalar
1,avx2,decode,url-safe,unpadded,63,x86_64,linux,100.495871,285.906744,0.351499,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,unpadded,63,x86_64,linux,118.582835,285.906744,0.414761,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,63,x86_64,linux,80.226843,285.906744,0.280605,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,64,x86_64,linux,118.187532,284.936610,0.414785,non-admissible-below-scalar
1,avx2,decode,url-safe,unpadded,64,x86_64,linux,101.165354,284.936610,0.355045,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,unpadded,64,x86_64,linux,117.986131,284.936610,0.414079,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,64,x86_64,linux,80.322926,284.936610,0.281898,non-admissible-below-scalar
1,auto,decode,url-safe,unpadded,65536,x86_64,linux,151.132834,291.522723,0.518426,non-admissible-below-scalar
1,avx2,decode,url-safe,unpadded,65536,x86_64,linux,116.656575,291.522723,0.400163,non-admissible-below-scalar
1,avx512-vbmi,decode,url-safe,unpadded,65536,x86_64,linux,151.928450,291.522723,0.521155,non-admissible-below-scalar
1,ssse3-sse4.1,decode,url-safe,unpadded,65536,x86_64,linux,80.582669,291.522723,0.276420,non-admissible-below-scalar
1,auto,encode,standard,padded,1,x86_64,linux,148.287918,151.718822,0.977386,admissible
1,auto,encode,standard,padded,1024,x86_64,linux,1065.157357,2030.235248,0.524647,non-admissible-below-scalar
1,avx2,encode,standard,padded,1024,x86_64,linux,610.489137,2030.235248,0.300699,non-admissible-below-scalar
